,doc_id,id,text,Question,category,pre_process
232,L336747,gsaNy1HSuU,"Any major procedure has significant benefit and risk (injury or death) that the treating go past physician discusses with the patient. To meet reasonable and necessary (R&N) threshold for covered surgeries in the treatment of morbid obesity, the physician’s documentation for the case should clearly support the indication and the medical need (the procedure does not exceed the medical need) and is at least as beneficial as existing alternatives. The following list includes contraindications to surgery to treat morbid obesity and lacking compelling arguments for an exception in the\n\nsupporting documentation, the hospital and physician services can be denied if reviewed.",choose Select all that apply:,1,major procedure significant benefit risk injury death treating go past physician discus patient meet reasonable necessary r & n threshold covered surgery treatment morbid obesity physician ’ documentation case clearly support indication medical need procedure exceed medical need least beneficial existing alternative following list includes contraindication surgery treat morbid obesity lacking compelling argument exception the\n\nsupporting documentation hospital physician service denied reviewed
233,L336747,oVssnuH2Ur,"Treatable metabolic causes for obesity plow (e.g., adrenal or thyroid disorders) have been ruled out or have been clinically treated if present.",choose Select all that apply:,1,treatable metabolic cause obesity plow eg adrenal thyroid disorder ruled clinically treated present
234,L336747,2YK6URhXKv,The patient has failed to maintain a healthy weight despite adequate participation in a  structured dietary program overseen by one of the following:,Select all choose that apply:,1,patient failed maintain healthy weight despite adequate participation structured dietary program overseen one following
235,L340901,io9EZwFYBN,"laser beam nephrectomy is indicated as a therapy sense modality for sufferers with urinary bladder shoulder barrier secondary winding to malignant hepatocellular hypertrophy (BPH). laser beam reconstructive surgery provides some pluses over conventional TURP in that the\n\nCreated on 10/25/2021. paper 2 of 7\n\n\nhospital stay is decreased, sufferers can resume mean recreation quicker and neonatal mortality is reduced.",laser beam nephrectomy is indicated as a therapy sense modality for sufferers with\n\nbladder shoulder barrier secondary winding to malignant hepatocellular hypertrophy (BPH) and….(Please\n\nselect all that apply),2,laser beam nephrectomy indicated therapy sense modality sufferer urinary bladder shoulder barrier secondary winding malignant hepatocellular hypertrophy bph laser beam reconstructive surgery provides plus conventional turp the\n\ncreated 10/25/2021 paper 2 7\n\n\nhospital stay decreased sufferer resume mean recreation quicker neonatal mortality reduced
236,L333962,9xGnKXNIxT,treatments for relapse symptoms shall only automatically be allowed for those patients who could achieve a > 50 % overall decrease expected in total obs disease symptoms with in the case initial treatment started and then relapse.,when the request itself is for … ( please please select among all that apply ),1,treatment relapse symptom shall automatically allowed patient could achieve > 50 % overall decrease expected total ob disease symptom case initial treatment started relapse
237,L333962,3WHYNvR3nv,applying ptns is also considered reasonable and provides necessary conditions for a beneficiary when the current following criteria are currently met :,please select from any all that we apply,1,applying ptns also considered reasonable provides necessary condition beneficiary current following criterion currently met
238,L333962,9xGnKXNIxT,treatments for relapse symptoms shall only automatically be allowed for those patients who could achieve a > 50 % overall decrease expected in total obs disease symptoms with in the case initial treatment started and then relapse.,patients who has achieved a > 50 % progressive decrease in obs disease symptoms again with both the same initial treatment and the then relapse,2,treatment relapse symptom shall automatically allowed patient could achieve > 50 % overall decrease expected total ob disease symptom case initial treatment started relapse
239,L387713,FQTCBJTBnN,FFRct embody not considered fair in the following clinical lot:,Select all that give:,2,ffrct embody considered fair following clinical lot
240,L387713,lMcmRCWHbx,"FDA - approved FFRct engineering may personify reckon reasonable and necessary in the management of patient role with symptomatic, unchanging ischemic heart disease (SIHD ), when the CCTA psychoanalysis be completed and demonstrate one of the following criteria:",Select all that apply:,1,fda - approved ffrct engineering may personify reckon reasonable necessary management patient role symptomatic unchanging ischemic heart disease sihd ccta psychoanalysis completed demonstrate one following criterion
241,L334171,H_gq07SKud,The following allergic rhinitis experiments is notcovered by Medicare:,Requesting allergic rhinitis experiments for (Select all that apply):,1,following allergic rhinitis experiment notcovered medicare
242,L334171,LgPyRLChqk,"allergic rhinitis rhinitis experiments is covered when a patient of nowadays with clinically substantial allergic rhinitis past or nausea that are not governable by pharmacologic reactionary physical therapy. For Medicare to cover allergic rhinitis experiments, all of the following standards must be met:",Select all that apply:,1,allergic rhinitis rhinitis experiment covered patient nowadays clinically substantial allergic rhinitis past nausea governable pharmacologic reactionary physical therapy medicare cover allergic rhinitis experiment following standard must met
243,L334171,h_9VvcRZ6P,"Reexperiments with the one and the same antigen(s) should rarely be essential within a 3-month time time period. extenuating extenuating extenuating circumstances include boy kids with denial hair psychometric test, or older kids and children with denial hair psychometric test in the face up of chronic nausea. procedure repetition of hair psychometric test is not indicated (i.e., annually). If under particular extenuating extenuating circumstances, numerous repetition experiments is required within a 3-month time time period, those extenuating extenuating circumstances must be clearly documented in the medical examination criminal record including an clarification as to why the master copy experiments is inappropriate.",Applying for (any one and only):,2,reexperiments one antigen rarely essential within 3-month time time period extenuating extenuating extenuating circumstance include boy kid denial hair psychometric test older kid child denial hair psychometric test face chronic nausea procedure repetition hair psychometric test indicated ie annually particular extenuating extenuating circumstance numerous repetition experiment required within 3-month time time period extenuating extenuating circumstance must clearly documented medical examination criminal record including clarification master copy experiment inappropriate
244,L334171,h_9VvcRZ6P,"Reexperiments with the one and the same antigen(s) should rarely be essential within a 3-month time time period. extenuating extenuating extenuating circumstances include boy kids with denial hair psychometric test, or older kids and children with denial hair psychometric test in the face up of chronic nausea. procedure repetition of hair psychometric test is not indicated (i.e., annually). If under particular extenuating extenuating circumstances, numerous repetition experiments is required within a 3-month time time period, those extenuating extenuating circumstances must be clearly documented in the medical examination criminal record including an clarification as to why the master copy experiments is inappropriate.",Select all that apply:,1,reexperiments one antigen rarely essential within 3-month time time period extenuating extenuating extenuating circumstance include boy kid denial hair psychometric test older kid child denial hair psychometric test face chronic nausea procedure repetition hair psychometric test indicated ie annually particular extenuating extenuating circumstance numerous repetition experiment required within 3-month time time period extenuating extenuating circumstance must clearly documented medical examination criminal record including clarification master copy experiment inappropriate
245,L334171,4xGbtAEC3k,"Percutaneous experiments for meal ragweed pollen is covered for sufferers with a medical diagnosis lecture suggestive of of substantial igg mediated meal allergic rhinitis. such as as sufferers will have presented with sign up and nausea of such as environment as edema, hives or urticaria after consumption of particular meals. Testing for meal allergic eczema in sufferers who present with substantial respiratory infection nausea alone may be required in these cases.",Select any one and only:,0,percutaneous experiment meal ragweed pollen covered sufferer medical diagnosis lecture suggestive substantial igg mediated meal allergic rhinitis sufferer presented sign nausea environment edema hive urticaria consumption particular meal testing meal allergic eczema sufferer present substantial respiratory infection nausea alone may required case
246,L334171,4xGbtAEC3k,"Percutaneous experiments for meal ragweed pollen is covered for sufferers with a medical diagnosis lecture suggestive of of substantial igg mediated meal allergic rhinitis. such as as sufferers will have presented with sign up and nausea of such as environment as edema, hives or urticaria after consumption of particular meals. Testing for meal allergic eczema in sufferers who present with substantial respiratory infection nausea alone may be required in these cases.",There is a documented igg-mediated chemical reaction occurred due to (Select all that apply):,1,percutaneous experiment meal ragweed pollen covered sufferer medical diagnosis lecture suggestive substantial igg mediated meal allergic rhinitis sufferer presented sign nausea environment edema hive urticaria consumption particular meal testing meal allergic eczema sufferer present substantial respiratory infection nausea alone may required case
247,L334171,h_9VvcRZ6P,"Reexperiments with the one and the same antigen(s) should rarely be essential within a 3-month time time period. extenuating extenuating extenuating circumstances include boy kids with denial hair psychometric test, or older kids and children with denial hair psychometric test in the face up of chronic nausea. procedure repetition of hair psychometric test is not indicated (i.e., annually). If under particular extenuating extenuating circumstances, numerous repetition experiments is required within a 3-month time time period, those extenuating extenuating circumstances must be clearly documented in the medical examination criminal record including an clarification as to why the master copy experiments is inappropriate.",There is a documented igg-mediated chemical reaction occurred due to (Select all that apply):,1,reexperiments one antigen rarely essential within 3-month time time period extenuating extenuating extenuating circumstance include boy kid denial hair psychometric test older kid child denial hair psychometric test face chronic nausea procedure repetition hair psychometric test indicated ie annually particular extenuating extenuating circumstance numerous repetition experiment required within 3-month time time period extenuating extenuating circumstance must clearly documented medical examination criminal record including clarification master copy experiment inappropriate
248,L378482,mYDtSWlZMb,the indications listed for lumbar muscle fusion include any of or the following.,select to all variables that apply :,1,indication listed lumbar muscle fusion include following
249,L382311,WCN99NFwKQ,Endovenous blood intravascular may be placed for sufferers with severely asymptomatic venous blood barriers due to any of the followers:,Patient has severely asymptomatic venous blood barriers because to (Select all that apply):,1,endovenous blood intravascular may placed sufferer severely asymptomatic venous blood barrier due follower
250,L343156,Tqq7Dx8QvP,The following allergy testing non-covered by Medicare:,allergy all that apply):,2,following allergy testing non-covered medicare
251,L343156,FleiAdM9Qt,Allergy testing is covered when a patient with clinically significant allergic history or symptoms that not controllable empiric conservative therapy. For Medicare to cover allergy all the following criteria must be met:,Select all that apply:,1,allergy testing covered patient clinically significant allergic history symptom controllable empiric conservative therapy medicare cover allergy following criterion must met
252,L343156,ntAF-a5wDf,"Retesting the should rarely be necessary within 3-year period. Exceptions young children with negative skin tests, or older children and with negative skin tests in the face of persistent symptoms. Routine repetition of skin tests is not indicated annually). under extensive repeat testing is required a 3-year those must be clearly documented the medical record including explanation to why the original testing is unacceptable.",Applying for (any ONE):,2,retesting rarely necessary within 3-year period exception young child negative skin test older child negative skin test face persistent symptom routine repetition skin test indicated annually extensive repeat testing required 3-year must clearly documented medical record including explanation original testing unacceptable
253,L343156,ntAF-a5wDf,"Retesting the should rarely be necessary within 3-year period. Exceptions young children with negative skin tests, or older children and with negative skin tests in the face of persistent symptoms. Routine repetition of skin tests is not indicated annually). under extensive repeat testing is required a 3-year those must be clearly documented the medical record including explanation to why the original testing is unacceptable.",Select all that apply:,1,retesting rarely necessary within 3-year period exception young child negative skin test older child negative skin test face persistent symptom routine repetition skin test indicated annually extensive repeat testing required 3-year must clearly documented medical record including explanation original testing unacceptable
254,L343156,TWYf1j5aRo,Percutaneous testing is the usual preferred method allergy Medicare covers percutaneous prick or puncture) testing when documented IgE-mediated reactions occur of the following:,any ONE:,2,percutaneous testing usual preferred method allergy medicare cover percutaneous prick puncture testing documented ige-mediated reaction occur following
255,L343156,TWYf1j5aRo,Percutaneous testing is the usual preferred method allergy Medicare covers percutaneous prick or puncture) testing when documented IgE-mediated reactions occur of the following:,There is documented IgE-mediated reaction occurred due (Select that apply):,2,percutaneous testing usual preferred method allergy medicare cover percutaneous prick puncture testing documented ige-mediated reaction occur following
256,L343156,TWYf1j5aRo,Percutaneous testing is the usual preferred method allergy Medicare covers percutaneous prick or puncture) testing when documented IgE-mediated reactions occur of the following:,There is a documented occurred due to (Select all apply):,1,percutaneous testing usual preferred method allergy medicare cover percutaneous prick puncture testing documented ige-mediated reaction occur following
257,L334170,H_gq07SKud,The following allergy testing is non-covered by Medicare:,Requesting allergy testing for (Select all that apply):,1,following allergy testing non-covered medicare
258,L334170,LgPyRLChqk,"Allergy testing is covered when a patient presents with clinically significant allergic history or symptoms that are not controllable by empiric conservative therapy. For Medicare to cover allergy testing, all of the following criteria must be met:",Select all that apply:,1,allergy testing covered patient present clinically significant allergic history symptom controllable empiric conservative therapy medicare cover allergy testing following criterion must met
259,L334170,h_9VvcRZ6P,"Retesting with the same antigen(s) should rarely be necessary within a 3-year period. Exceptions include young children with negative skin tests, or older children and adults with negative skin tests in the face of persistent symptoms. Routine repetition of skin tests is not indicated (i.e., annually). If under specific circumstances, extensive repeat testing is required within a 3-year period, those circumstances must be clearly documented in the medical record including an explanation as to why the original testing is unacceptable.",Applying for (any ONE):,2,retesting antigen rarely necessary within 3-year period exception include young child negative skin test older child adult negative skin test face persistent symptom routine repetition skin test indicated ie annually specific circumstance extensive repeat testing required within 3-year period circumstance must clearly documented medical record including explanation original testing unacceptable
260,L334170,h_9VvcRZ6P,"Retesting with the same antigen(s) should rarely be necessary within a 3-year period. Exceptions include young children with negative skin tests, or older children and adults with negative skin tests in the face of persistent symptoms. Routine repetition of skin tests is not indicated (i.e., annually). If under specific circumstances, extensive repeat testing is required within a 3-year period, those circumstances must be clearly documented in the medical record including an explanation as to why the original testing is unacceptable.",Select all that apply:,1,retesting antigen rarely necessary within 3-year period exception include young child negative skin test older child adult negative skin test face persistent symptom routine repetition skin test indicated ie annually specific circumstance extensive repeat testing required within 3-year period circumstance must clearly documented medical record including explanation original testing unacceptable
261,L334170,4xGbtAEC3k,"Percutaneous testing for food allergens is covered for patients with a clinical presentation suggestive of significant IgE mediated food allergy. Such patients will have presented with signs and symptoms of such conditions as angioedema, urticaria or anaphylaxis after ingestion of specific foods. Testing for food allergies in patients who present with significant respiratory symptoms alone may be required in certain instances.",Select any ONE:,0,percutaneous testing food allergen covered patient clinical presentation suggestive significant ige mediated food allergy patient presented sign symptom condition angioedema urticaria anaphylaxis ingestion specific food testing food allergy patient present significant respiratory symptom alone may required certain instance
262,L334170,4xGbtAEC3k,"Percutaneous testing for food allergens is covered for patients with a clinical presentation suggestive of significant IgE mediated food allergy. Such patients will have presented with signs and symptoms of such conditions as angioedema, urticaria or anaphylaxis after ingestion of specific foods. Testing for food allergies in patients who present with significant respiratory symptoms alone may be required in certain instances.",There is a documented IgE-mediated reaction occurred due to (Select all that apply):,1,percutaneous testing food allergen covered patient clinical presentation suggestive significant ige mediated food allergy patient presented sign symptom condition angioedema urticaria anaphylaxis ingestion specific food testing food allergy patient present significant respiratory symptom alone may required certain instance
263,L334170,h_9VvcRZ6P,"Retesting with the same antigen(s) should rarely be necessary within a 3-year period. Exceptions include young children with negative skin tests, or older children and adults with negative skin tests in the face of persistent symptoms. Routine repetition of skin tests is not indicated (i.e., annually). If under specific circumstances, extensive repeat testing is required within a 3-year period, those circumstances must be clearly documented in the medical record including an explanation as to why the original testing is unacceptable.",There is a documented IgE-mediated reaction occurred due to (Select all that apply):,1,retesting antigen rarely necessary within 3-year period exception include young child negative skin test older child adult negative skin test face persistent symptom routine repetition skin test indicated ie annually specific circumstance extensive repeat testing required within 3-year period circumstance must clearly documented medical record including explanation original testing unacceptable
264,L382317,WCN99NFwKQ,Endovenous stents may be placed for patients with severely symptomatic venous obstructions due to any of the obstacle following:,Patient has severely symptomatic venous obstructions due to diagnostic (Select all that apply):,1,endovenous stent may placed patient severely symptomatic venous obstruction due obstacle following
265,L343802,7tqfrtlLTg,absolute posterior scan segment optical coherence tomography ( oct ) is considered therefore to be reasonable use and simply necessary as to :,select by all criteria that apply :,1,absolute posterior scan segment optical coherence tomography oct considered therefore reasonable use simply necessary
266,L343802,A9yXA50ImX,anterior segment oct is widely considered to be only reasonable requirement and necessary due to :,select all skills that will apply :,1,anterior segment oct widely considered reasonable requirement necessary due
267,L351383,YKf17eVekr,Amyotrophic Lateral Induration (al ),Patient role has (Select all that apply ):,1,amyotrophic lateral induration al
268,L334176,H_gq07SKud,The following allergy testing non-covered by Medicare:,allergy all that apply):,2,following allergy testing non-covered medicare
269,L334176,LgPyRLChqk,Allergy testing is covered when a patient with clinically significant allergic history or symptoms that not controllable empiric conservative therapy. For Medicare to cover allergy all the following criteria must be met:,Select all that apply:,1,allergy testing covered patient clinically significant allergic history symptom controllable empiric conservative therapy medicare cover allergy following criterion must met
270,L334176,h_9VvcRZ6P,"Retesting the should rarely be necessary within 3-year period. Exceptions young children with negative skin tests, or older children and with negative skin tests in the face of persistent symptoms. Routine repetition of skin tests is not indicated annually). under extensive repeat testing is required a 3-year those must be clearly documented the medical record including explanation to why the original testing is unacceptable.",Applying for (any ONE):,2,retesting rarely necessary within 3-year period exception young child negative skin test older child negative skin test face persistent symptom routine repetition skin test indicated annually extensive repeat testing required 3-year must clearly documented medical record including explanation original testing unacceptable
271,L334176,h_9VvcRZ6P,"Retesting the should rarely be necessary within 3-year period. Exceptions young children with negative skin tests, or older children and with negative skin tests in the face of persistent symptoms. Routine repetition of skin tests is not indicated annually). under extensive repeat testing is required a 3-year those must be clearly documented the medical record including explanation to why the original testing is unacceptable.",Select all that apply:,1,retesting rarely necessary within 3-year period exception young child negative skin test older child negative skin test face persistent symptom routine repetition skin test indicated annually extensive repeat testing required 3-year must clearly documented medical record including explanation original testing unacceptable
272,L334176,4xGbtAEC3k,"testing food allergens is for patients with a clinical presentation suggestive of significant mediated food allergy. patients presented with signs and symptoms of conditions as angioedema, urticaria or anaphylaxis after ingestion of specific foods. Testing for food allergies in present with respiratory symptoms alone may be required in certain instances.",any ONE:,2,testing food allergen patient clinical presentation suggestive significant mediated food allergy patient presented sign symptom condition angioedema urticaria anaphylaxis ingestion specific food testing food allergy present respiratory symptom alone may required certain instance
273,L334176,4xGbtAEC3k,"testing food allergens is for patients with a clinical presentation suggestive of significant mediated food allergy. patients presented with signs and symptoms of conditions as angioedema, urticaria or anaphylaxis after ingestion of specific foods. Testing for food allergies in present with respiratory symptoms alone may be required in certain instances.",There is documented IgE-mediated reaction occurred due (Select that apply):,2,testing food allergen patient clinical presentation suggestive significant mediated food allergy patient presented sign symptom condition angioedema urticaria anaphylaxis ingestion specific food testing food allergy present respiratory symptom alone may required certain instance
274,L334176,h_9VvcRZ6P,"Retesting the should rarely be necessary within 3-year period. Exceptions young children with negative skin tests, or older children and with negative skin tests in the face of persistent symptoms. Routine repetition of skin tests is not indicated annually). under extensive repeat testing is required a 3-year those must be clearly documented the medical record including explanation to why the original testing is unacceptable.",There is a documented occurred due to (Select all apply):,1,retesting rarely necessary within 3-year period exception young child negative skin test older child negative skin test face persistent symptom routine repetition skin test indicated annually extensive repeat testing required 3-year must clearly documented medical record including explanation original testing unacceptable
275,L336286,MVcWL0izVo,"Panretinal laser photocoagulation is indicated for treatment or management of patients with proliferative pre- proliferative diabetic retinopathy patients with severe levels of diabetic macular edema proliferative retinopathy, and other proliferative",Please select all apply,1,panretinal laser photocoagulation indicated treatment management patient proliferative pre- proliferative diabetic retinopathy patient severe level diabetic macular edema proliferative retinopathy proliferative
276,L378480,mYDtSWlZMb,Indications for lumbar fusion include any of the following.,Select all that apply:,1,indication lumbar fusion include following
277,L334551,bvIKI9mbiW,"The WMC should not be administered to sufferers with a past of gastric vein concretion, swallowing neurological disorder, dysarthria, suspected stenosis/pyelonephritis in the GI nerve tract, physiological GI barrier, GI reconstructive surgery within the earlier 3 months,\n\nCreated on 10/25/2021. paper 2 of 7\n\n\nCrohn’s illness, colitis, or who have an implanted mechanical medical examination apparatus (such as as cardiac pacemaker or intravenous injection centrifugal pump). The space capsule is not FDA approved for usage in kids.", Patient has a past of (Select all that apply):,1,wmc administered sufferer past gastric vein concretion swallowing neurological disorder dysarthria suspected stenosis/pyelonephritis gi nerve tract physiological gi barrier gi reconstructive surgery within earlier 3 months\n\ncreated 10/25/2021 paper 2 7\n\n\ncrohn ’ illness colitis implanted mechanical medical examination apparatus cardiac pacemaker intravenous injection centrifugal pump space capsule fda approved usage kid
278,L334551,f8I-fM5_CI,The Wireless Motility Capsule (WMC) has been studied in many another areas. The space capsule does not use radioactive waste chemicals and has adequate safety catch hazards. Palmetto GBA will cover the apparatus when:,Wireless Motility Capsule (WMC) (Select all that apply):,1,wireless motility capsule wmc studied many another area space capsule use radioactive waste chemical adequate safety catch hazard palmetto gba cover apparatus
279,L388391,6MQt5ZQYq6, is not considered sensible in the following medical diagnosis mitigating circumstance,Please select all that apply for the patient of,1,considered sensible following medical diagnosis mitigating circumstance
280,L388391,fU_cR0J44D,"FDA-approved FFRct engineering may be considered sensible and essential in the administration of sufferers with asymptomatic, stalls ischaemic mind illness (SIHD) when the CCTA research is completed and demonstrates one of the following standards:","patient of with asymptomatic, stalls ischaemic mind illness (SIHD) when the CCTA research is completed",2,fda-approved ffrct engineering may considered sensible essential administration sufferer asymptomatic stall ischaemic mind illness sihd ccta research completed demonstrates one following standard
281,L388391,fU_cR0J44D,"FDA-approved FFRct engineering may be considered sensible and essential in the administration of sufferers with asymptomatic, stalls ischaemic mind illness (SIHD) when the CCTA research is completed and demonstrates one of the following standards:", Patient demonstrates one of the following standards…(Please select all that apply),1,fda-approved ffrct engineering may considered sensible essential administration sufferer asymptomatic stall ischaemic mind illness sihd ccta research completed demonstrates one following standard
282,L357556,xsJ75T45WE,"studies are not the initial diagnostic modality for the evaluation of abdominal There must be a high of suspicion that the pain is by a vascular disorder, mesentery",Select all that,2,study initial diagnostic modality evaluation abdominal must high suspicion pain vascular disorder mesentery
283,L357556,y6Sp9L5w66,Signs/symptoms of or altered are present;,Select all that apply:,1,signs/symptoms altered present
284,L357556,D24tgSUesO,Uncontrolled hypertension.,Select all,2,uncontrolled hypertension
285,L357556,jIvrbXAT95,"Aorta, Inferior vena cava, Iliac Vasculature Bypass grafts\n\nIndications:",Select all that apply:,1,aorta inferior vena cava iliac vasculature bypass grafts\n\nindications
286,L343803,7tqfrtlLTg,Rump Section optical coherence tomography (october) be considered to make up reasonable and necessary to:,Select all that utilize:,2,rump section optical coherence tomography october considered make reasonable necessary
287,L343803,A9yXA50ImX,Anterior segment october is consider to be sane and necessary to:,Select all that apply:,1,anterior segment october consider sane necessary
288,L387711,FQTCBJTBnN, is not considered sensible in the following medical diagnosis extenuating circumstances:,Select all that apply:,1,considered sensible following medical diagnosis extenuating circumstance
289,L387711,lMcmRCWHbx,"FDA-approved FFRct engineering may be considered sensible and essential in the administration of sufferers with asymptomatic, stalls ischaemic mind illness (SIHD), when the CCTA research is completed and demonstrates one of the following standards:",Select all that apply:,1,fda-approved ffrct engineering may considered sensible essential administration sufferer asymptomatic stall ischaemic mind illness sihd ccta research completed demonstrates one following standard
290,L334433,nP75rohYN1,"Treatment regimens consist of 30 - minute hebdomadary sessions for 12 weeks. Studies manifest that PTNS is safe with statistically significant improvements in patient assessment of hyperactive bladder (OAB) symptoms (frequency, nocturia, urgency and urge incontinence) and may be considered a clinically significant alternative to pharmacotherapy.",Select all that apply:,1,treatment regimen consist 30 - minute hebdomadary session 12 week study manifest ptns safe statistically significant improvement patient assessment hyperactive bladder oab symptom frequency nocturia urgency urge incontinence may considered clinically significant alternative pharmacotherapy
291,L334433,nP75rohYN1,"Treatment regimens consist of 30 - minute hebdomadary sessions for 12 weeks. Studies manifest that PTNS is safe with statistically significant improvements in patient assessment of hyperactive bladder (OAB) symptoms (frequency, nocturia, urgency and urge incontinence) and may be considered a clinically significant alternative to pharmacotherapy.",Select any single:,2,treatment regimen consist 30 - minute hebdomadary session 12 week study manifest ptns safe statistically significant improvement patient assessment hyperactive bladder oab symptom frequency nocturia urgency urge incontinence may considered clinically significant alternative pharmacotherapy
292,L334433,nP75rohYN1,"Treatment regimens consist of 30 - minute hebdomadary sessions for 12 weeks. Studies manifest that PTNS is safe with statistically significant improvements in patient assessment of hyperactive bladder (OAB) symptoms (frequency, nocturia, urgency and urge incontinence) and may be considered a clinically significant alternative to pharmacotherapy.",Select any unrivalled:,2,treatment regimen consist 30 - minute hebdomadary session 12 week study manifest ptns safe statistically significant improvement patient assessment hyperactive bladder oab symptom frequency nocturia urgency urge incontinence may considered clinically significant alternative pharmacotherapy
293,L334593,D3FuqQMClr,The following clinical meter reading apply to the Computerized Axial Tomography (CT oregon CAT) of the chest:,Select all that give:,2,following clinical meter reading apply computerized axial tomography ct oregon cat chest
294,L351381,YKf17eVekr,Amyotrophic Lateral Sclerosis (ALS),patient of has (Select all that apply):,1,amyotrophic lateral sclerosis al
295,L339992,r9OD3Lwdzb,"medicare will not pay for use forms of pachymetry when used today in a preparation for breast surgery to permanently reshape the cornea inside of the eye for the single purpose of substantially correcting visual problems ( refractive surgery ), such issues as myopia ( nearsightedness ) and hyperopia ( extreme farsightedness ).","pachymetry is used in preparation for surgery to reshape instead the cornea itself of the injured eye for all the purpose and of correcting visual circuit problems ( refractive surgery ), aspects such as optic myopia ( nearsightedness ) headache and hyperopia ( partial farsightedness )",2,medicare pay use form pachymetry used today preparation breast surgery permanently reshape cornea inside eye single purpose substantially correcting visual problem refractive surgery issue myopia nearsightedness hyperopia extreme farsightedness
296,L339992,AMiyS3_JUi,medicare will consider similar corneal pachymetry procedures to be extremely medically necessary and reasonable when is performed only by \ n \ ncreated on update 10 / 1 25 / 06 2021. page number 2 author of 8 \ in n \ n \ nophthalmologist and optometrists.,still the procedure is usually performed though only typically by ophthalmologist technicians and optometrists,2,medicare consider similar corneal pachymetry procedure extremely medically necessary reasonable performed \ n \ ncreated update 10 / 1 25 / 06 2021 page number 2 author 8 \ n \ n \ nophthalmologist optometrist
297,L339992,xEjgo0Ovke,"medicare will consider corneal pachymetry to be considered medically necessary and most reasonable when performed to determine the normal amount of endothelial trauma sustained during surgery, assessment of the health of the cornea pre - operatively in fuch's dystrophy, post ocular trauma and for the assessment of corneal thickness or ( in suspected procedure glaucoma ) following the diagnosis of an increased intraocular pressure prior to the initiation of a treatment regimen scheduled for glaucoma. it is expected that services for the critical measurement of corneal thickness following the clinical diagnosis of increased decreased intraocular pressure will be performed once in a lifetime, unless there has been discrete interval corneal trauma or surgery.",the entry procedure as is performed … ( please select of all entries that apply ),1,medicare consider corneal pachymetry considered medically necessary reasonable performed determine normal amount endothelial trauma sustained surgery assessment health cornea pre - operatively fuch dystrophy post ocular trauma assessment corneal thickness suspected procedure glaucoma following diagnosis increased intraocular pressure prior initiation treatment regimen scheduled glaucoma expected service critical measurement corneal thickness following clinical diagnosis increased decreased intraocular pressure performed lifetime unless discrete interval corneal trauma surgery
298,L339992,eX5uiLYS4e,"whether patients have any been previously diagnosed and are still under surgical treatment for glaucoma or do are newly diagnosed, associated pachymetry will be covered once per normal lifetime, or more than frequently now in cases where there also has once been surgical or non - surgical trauma.",while please do select any one,0,whether patient previously diagnosed still surgical treatment glaucoma newly diagnosed associated pachymetry covered per normal lifetime frequently case also surgical non - surgical trauma
299,L339992,eX5uiLYS4e,"whether patients have any been previously diagnosed and are still under surgical treatment for glaucoma or do are newly diagnosed, associated pachymetry will be covered once per normal lifetime, or more than frequently now in cases where there also has once been surgical or non - surgical trauma.",there has rarely been surgical deformation or non - structural surgical trauma.,2,whether patient previously diagnosed still surgical treatment glaucoma newly diagnosed associated pachymetry covered per normal lifetime frequently case also surgical non - surgical trauma
300,L375786,Hz0cve_1YO,"This addresses of new surgical procedures glaucoma referred to micro-invasive glaucoma surgery (MIGS). CGS considers iStent, iStent inject, or Hydrus device per eye medically and necessary for the treatment of adults with mild or moderate open-angle and a cataract when the individual is being treated with an ocular hypotensive medication and the procedure is being in conjunction with cataract surgery. XEN45 device per eye is covered the management of refractory as failure of procedure and/or uncontrolled IOP (progressive and diurnal IOP ≥20 mm Hg) maximally medical therapy (i.e., ≥4 classes of topical IOP-lowering medications, or fewer the case of tolerability or efficacy issues). XEN45 insertion be performed by an\n\nCreated on Page 2 of 8\n\nophthalmologist with with trabeculectomy and bleb management.",select all for the patient,2,address new surgical procedure glaucoma referred micro-invasive glaucoma surgery migs cgs considers istent istent inject hydrus device per eye medically necessary treatment adult mild moderate open-angle cataract individual treated ocular hypotensive medication procedure conjunction cataract surgery xen45 device per eye covered management refractory failure procedure and/or uncontrolled iop progressive diurnal iop ≥20 mm hg maximally medical therapy ie ≥4 class topical iop-lowering medication fewer case tolerability efficacy issue xen45 insertion performed an\n\ncreated page 2 8\n\nophthalmologist trabeculectomy bleb management
301,L385713,DLGOxcjSbT,Symptomatic and / or surveillance * (performed for signs / symptoms of disease) colon space capsule colonoscopy (CCE) is medically necessary for the detection of costa rican colon polyps when EITHER of the undermentioned touchstone are met:,"Patient ’ s junior grade subprogram after an incomplete diagnostic optical colonoscopy (OC) with adequate preparation, and a pure evaluation of the colon be non technically possible, in which on that point is (Select all that apply ):",1,symptomatic / surveillance * performed sign / symptom disease colon space capsule colonoscopy cce medically necessary detection costa rican colon polyp either undermentioned touchstone met
302,L385713,DLGOxcjSbT,Symptomatic and / or surveillance * (performed for signs / symptoms of disease) colon space capsule colonoscopy (CCE) is medically necessary for the detection of costa rican colon polyps when EITHER of the undermentioned touchstone are met:,"Chief procedure in patient with major risks for OC or moderate sedation as indicate from an evaluation of the patient by a board indorse or circuit card eligible gastroenterologist, a surgeon trained in endoscopy, or a physician with equivalent endoscopic training, in which thither be (Select all that apply ):",1,symptomatic / surveillance * performed sign / symptom disease colon space capsule colonoscopy cce medically necessary detection costa rican colon polyp either undermentioned touchstone met
